student_id,age,gender,academic_level,study_hours,self_study_hours,online_classes_hours,social_media_hours,gaming_hours,sleep_hours,screen_time_hours,internet_quality,mental_health_score,focus_index,burnout_level,productivity_score,exam_score
2061,22,Female,High School,8.5,3.3,2.21,4.34,2.2,8.04,6.04,Average,6,36.15,48.78,55.6,30.42
2062,17,Other,High School,0.95,3.48,2.57,1.79,2.17,7.4,6.65,Good,9,32.55,38.79,30.84,27.22
2067,16,Female,High School,6.37,1.87,2.25,2.86,1.05,6.1,7.97,Average,2,32.5,35.43,35.76,24.31
2077,17,Female,High School,5.24,3.72,0.64,1.17,0.79,5.25,2.82,Average,5,34.85,58.17,45.68,19.49
2079,22,Other,High School,2.22,0.69,2.94,3.11,0.13,6.55,7.08,Good,8,29.21,38.52,35.09,11.31
2080,25,Other,High School,7.74,0.88,1.17,4.57,2.77,8.21,9.74,Average,5,26.43,51.76,55.0,21.42
2083,23,Male,High School,4.11,3.52,2.11,3.95,0.66,7.49,6.71,Good,10,35.24,35.66,45.8,34.83
2088,22,Male,High School,1.11,1.92,1.48,2.64,0.37,6.83,4.21,Good,8,18.59,32.01,26.4,8.87
2089,17,Male,High School,5.82,1.86,1.76,2.2,2.33,6.7,2.99,Poor,3,24.48,45.27,39.97,20.99
2091,21,Male,High School,6.13,1.36,2.23,2.39,3.14,7.17,2.29,Average,3,36.43,32.63,41.27,26.81
2092,17,Female,High School,4.61,2.47,1.68,2.05,2.05,7.18,3.76,Average,9,35.12,45.71,48.76,26.38
2093,16,Male,High School,4.94,2.64,1.78,1.0,2.86,6.52,8.7,Poor,8,37.33,34.83,58.41,36.36
2095,18,Other,High School,4.17,3.62,3.24,3.49,0.21,6.11,3.86,Average,3,24.83,62.42,24.89,8.16
2106,18,Female,High School,5.63,1.34,2.86,2.47,0.0,6.3,11.34,Poor,8,43.95,61.76,45.94,21.43
2116,16,Female,High School,6.94,1.04,3.6,5.46,1.12,8.26,5.58,Good,6,33.57,21.59,70.33,35.73
2119,20,Male,High School,5.48,2.1,1.23,3.73,2.74,5.44,6.03,Poor,2,11.47,37.81,20.82,10.57
2121,16,Male,High School,1.1,3.51,1.78,1.63,0.0,8.14,10.45,Good,1,15.19,50.74,1.5,1.0
2126,18,Female,High School,2.26,2.66,2.15,2.84,2.07,6.68,5.02,Poor,1,12.92,37.76,12.25,8.11
2128,25,Female,High School,1.8,2.95,3.68,3.73,1.07,5.4,11.53,Average,4,18.22,54.54,13.0,1.0
2129,23,Female,High School,5.33,2.61,1.79,0.0,1.07,6.82,6.17,Poor,4,33.82,35.7,45.25,27.28
2130,19,Other,High School,3.34,3.29,2.78,2.46,1.81,6.16,8.5,Average,9,40.77,59.0,48.77,16.13
2131,24,Male,High School,5.97,1.88,2.04,4.46,2.03,5.3,6.89,Poor,1,8.08,43.63,20.27,12.87
2134,16,Other,High School,3.13,1.44,1.19,4.65,0.93,7.07,6.59,Poor,8,34.33,68.65,30.56,3.44
2135,21,Male,High School,3.81,3.66,1.29,5.94,1.43,7.18,10.29,Poor,5,20.33,52.21,27.79,13.38
2137,19,Other,High School,6.78,4.24,1.67,1.1,1.26,8.27,10.04,Average,7,49.73,31.6,62.38,39.04
2138,18,Male,High School,4.01,3.29,3.33,3.33,2.51,5.98,6.31,Good,4,19.68,45.39,21.0,1.0
2141,16,Other,High School,6.15,1.74,2.05,4.56,1.29,8.41,9.69,Poor,9,42.62,35.93,66.37,35.32
2143,22,Female,High School,3.55,4.51,2.78,1.31,3.35,8.16,5.12,Poor,10,38.55,33.52,56.64,34.67
2150,19,Other,High School,5.27,3.6,1.44,3.13,2.44,8.13,8.5,Average,8,37.81,53.59,49.48,27.5
2153,18,Female,High School,1.4,4.55,1.04,2.53,1.36,8.0,4.35,Good,2,26.8,25.35,9.66,12.81
2155,18,Male,High School,1.58,2.9,2.25,2.43,3.37,7.2,8.19,Good,4,8.92,44.46,9.32,1.0
2156,20,Female,High School,5.29,2.44,3.59,0.82,1.49,7.18,3.03,Poor,10,36.49,19.85,67.44,35.92
2157,24,Other,High School,3.69,3.16,2.83,3.72,0.52,6.37,5.83,Average,3,25.37,72.37,20.33,1.0
2158,21,Female,High School,4.07,2.63,2.28,3.52,0.44,8.53,6.4,Poor,9,36.56,38.06,43.62,28.52
2159,25,Other,High School,4.19,1.05,2.32,3.42,4.52,5.49,4.43,Good,3,14.33,57.61,11.85,1.0
2162,18,Female,High School,7.51,1.38,2.08,3.85,0.99,7.05,1.74,Good,2,26.14,38.23,47.07,11.89
2163,19,Male,High School,7.04,3.42,1.79,4.48,2.74,5.04,14.82,Average,7,28.01,60.46,45.9,24.69
2164,23,Female,High School,6.88,2.13,4.1,2.77,3.19,6.35,8.66,Good,7,40.01,34.2,63.65,45.95
2166,22,Male,High School,5.89,1.79,4.0,2.54,2.89,6.25,5.02,Poor,1,20.95,47.67,24.01,1.73
2175,19,Other,High School,7.82,3.37,1.54,3.87,0.0,7.61,7.81,Average,9,44.8,55.18,67.4,37.38
2181,25,Other,High School,3.62,2.56,2.26,3.24,0.0,6.13,7.43,Good,1,25.09,53.44,13.99,9.09
2184,22,Other,High School,5.3,1.81,1.45,3.41,0.37,6.38,7.41,Poor,4,20.32,64.77,25.85,2.64
2186,24,Male,High School,6.41,1.73,0.56,5.69,1.27,6.3,7.85,Poor,7,13.86,58.0,47.25,20.98
2189,25,Female,High School,3.32,1.61,2.55,2.65,2.09,6.1,5.34,Good,10,37.28,52.07,40.7,22.9
2191,17,Female,High School,4.49,0.56,2.65,3.47,0.0,8.37,5.85,Poor,8,43.8,36.49,58.45,37.71
2192,21,Female,High School,3.81,3.11,2.9,1.56,2.05,6.89,10.64,Average,6,22.58,53.47,23.47,9.71
2199,17,Other,High School,7.55,3.08,3.3,5.64,1.52,7.64,4.32,Good,10,30.6,26.35,72.04,39.0
2202,16,Female,High School,3.6,3.22,1.52,5.17,0.03,5.22,9.07,Average,7,27.65,64.94,34.26,8.34
2208,21,Female,High School,4.19,5.28,2.13,2.38,2.06,6.52,12.9,Poor,2,29.21,61.38,20.43,1.5
2211,18,Female,High School,8.59,0.0,1.52,3.76,3.42,5.91,2.99,Poor,8,41.11,43.42,72.46,39.14
2217,24,Male,High School,4.4,1.88,2.0,2.63,3.01,5.95,5.47,Poor,4,25.64,61.09,33.34,2.2
2220,21,Male,High School,8.84,3.42,0.97,4.29,1.68,7.25,5.43,Average,5,39.58,37.23,68.29,32.65
2221,17,Other,High School,9.17,2.84,1.33,2.21,0.0,5.82,6.45,Good,7,44.88,52.34,63.18,40.6
2222,24,Male,High School,4.0,1.95,3.52,3.6,3.38,6.75,7.77,Average,1,19.62,61.93,7.13,1.0
2223,19,Male,High School,10.13,1.36,4.45,3.42,0.14,8.37,7.55,Average,6,43.68,37.44,71.34,45.91
2224,18,Female,High School,2.73,1.45,3.13,1.63,2.57,6.28,5.14,Average,2,11.49,55.35,7.11,1.0
2227,24,Male,High School,4.63,3.43,2.69,0.46,1.81,7.05,4.83,Poor,2,30.84,29.98,34.89,15.13
2229,25,Other,High School,3.49,2.26,1.71,2.27,0.77,8.48,9.1,Average,8,44.28,42.19,50.79,28.32
2232,23,Female,High School,5.42,2.32,0.0,6.3,1.58,6.5,6.3,Poor,5,23.68,44.58,41.14,17.89
2233,19,Other,High School,4.66,4.05,3.34,4.08,1.64,5.86,4.37,Good,4,30.51,37.16,36.61,19.97
2235,21,Other,High School,3.23,2.03,3.08,4.24,0.0,9.25,8.78,Good,8,30.44,25.52,45.25,21.08
2236,18,Female,High School,2.6,3.72,0.96,2.65,0.71,8.8,7.81,Good,6,30.47,41.48,32.73,14.91
2238,24,Female,High School,5.32,2.88,1.62,2.03,0.36,6.03,4.54,Average,5,31.0,42.56,32.94,17.38
2240,24,Other,High School,2.89,2.89,1.77,1.63,1.01,5.89,7.63,Good,8,33.2,38.31,39.73,24.71
2242,24,Other,High School,6.45,5.32,2.01,4.66,0.0,4.0,9.71,Good,9,33.81,75.83,49.6,16.58
2243,18,Other,High School,3.49,2.14,2.83,0.64,1.45,8.62,3.97,Poor,1,25.18,36.36,15.27,7.2
2248,18,Male,High School,4.5,2.15,1.17,4.89,0.25,8.08,11.97,Average,7,31.34,35.81,44.98,28.53
2250,21,Female,High School,7.51,2.96,2.81,3.16,2.02,6.68,6.94,Average,2,27.71,33.78,44.73,24.87
2251,17,Other,High School,5.36,2.5,1.17,1.98,1.39,7.8,8.46,Poor,2,32.26,33.67,45.42,22.9
2253,21,Other,High School,5.18,2.82,0.57,3.13,0.17,7.58,6.25,Good,5,35.27,57.3,39.39,30.63
2254,24,Female,High School,6.74,1.87,1.32,0.54,1.66,6.96,8.23,Good,8,53.94,57.46,63.8,31.73
2257,22,Other,High School,2.9,3.85,2.52,6.06,1.18,8.74,8.23,Poor,4,27.52,47.37,29.44,19.66
2262,19,Other,High School,1.44,2.72,3.07,5.09,0.06,5.88,9.93,Good,5,13.71,58.45,5.92,1.0
2263,21,Other,High School,3.83,1.93,2.68,4.07,1.2,9.92,2.69,Average,6,29.72,16.35,45.31,36.72
2265,24,Male,High School,5.09,2.17,0.46,4.3,0.13,4.36,6.46,Average,2,25.06,61.51,24.95,11.83
2267,20,Female,High School,3.04,5.23,1.94,1.6,2.48,8.58,9.69,Good,1,36.84,62.51,11.24,1.0
2268,16,Other,High School,6.88,3.19,1.16,2.61,0.07,7.78,1.0,Average,6,38.88,16.84,56.37,38.31
2269,23,Female,High School,6.0,2.49,1.51,4.05,1.43,7.42,4.3,Poor,4,31.69,45.04,43.13,17.09
2274,18,Other,High School,5.72,1.18,2.12,1.32,2.78,7.44,6.29,Poor,3,22.37,58.88,30.46,8.28
2277,21,Other,High School,3.27,3.11,1.6,1.38,0.0,6.75,7.03,Average,9,37.4,40.46,50.54,26.68
2278,22,Male,High School,5.4,0.0,1.57,4.82,1.65,6.68,4.35,Good,7,21.71,25.81,54.74,28.27
2280,23,Female,High School,5.13,2.04,3.53,4.76,0.81,7.6,6.48,Poor,3,25.63,29.14,33.32,17.52
2289,17,Male,High School,4.09,4.39,1.07,0.0,2.23,8.87,4.68,Average,2,35.97,32.22,31.89,17.15
2290,22,Male,High School,3.93,3.48,2.19,0.56,2.51,6.6,11.68,Good,7,31.9,69.13,32.83,13.82
2291,25,Male,High School,3.87,2.32,0.08,2.28,0.0,5.93,9.02,Poor,5,20.0,41.17,33.57,8.32
2296,18,Female,High School,1.52,3.55,1.33,3.89,0.05,7.5,7.15,Average,10,30.21,38.37,34.22,29.66
2298,20,Male,High School,5.82,3.06,2.99,2.02,0.0,7.43,5.8,Average,4,29.42,46.2,32.84,17.05
2302,17,Female,High School,3.57,4.24,0.84,2.53,0.75,5.59,4.77,Good,3,25.31,33.77,20.85,16.94
2304,24,Female,High School,5.05,2.71,2.71,0.95,0.0,7.2,9.13,Average,5,43.33,63.69,35.35,23.51
2307,22,Female,High School,1.26,0.54,1.77,1.9,3.09,5.75,4.86,Good,2,18.24,50.1,1.0,1.0
2308,22,Female,High School,2.76,1.06,3.11,5.01,0.67,6.59,9.11,Good,5,21.83,45.47,15.84,2.54
2313,21,Female,High School,3.9,2.9,3.1,4.97,3.88,5.83,9.63,Good,8,20.25,50.62,38.76,19.87
2323,23,Male,High School,5.8,3.23,0.1,7.28,1.45,7.27,1.29,Poor,9,37.03,25.11,62.54,46.89
2325,24,Male,High School,9.6,0.0,0.93,3.06,2.19,7.49,10.02,Average,1,24.15,49.32,49.54,25.41
2327,25,Female,High School,5.31,2.08,1.65,1.91,0.0,8.24,9.27,Good,3,27.96,42.0,34.98,13.81
2330,24,Other,High School,3.35,4.26,2.9,4.12,2.47,8.45,10.28,Good,8,40.89,45.98,39.6,24.35
2333,19,Male,High School,2.4,1.95,0.52,2.23,2.53,5.81,8.21,Good,2,4.61,58.61,4.58,1.0
2336,16,Male,High School,1.64,1.93,0.37,4.63,0.6,7.73,6.48,Poor,6,16.85,34.13,28.65,4.04
2339,25,Female,High School,5.0,2.02,2.45,4.67,1.97,8.21,9.48,Average,8,32.57,61.12,50.65,20.61
2341,17,Male,High School,1.88,4.18,2.03,3.2,1.05,6.72,9.56,Good,5,29.06,55.9,30.5,8.95
2345,16,Female,High School,2.39,2.09,2.42,2.52,0.0,7.22,10.93,Good,8,26.57,59.25,29.27,12.38
2348,18,Male,High School,3.1,0.86,2.93,2.36,1.79,6.14,5.85,Average,6,25.05,40.28,29.81,15.02
2352,18,Male,High School,4.35,2.14,1.48,2.56,1.3,8.31,2.78,Good,4,39.12,45.91,30.42,13.02
2355,17,Male,High School,2.69,4.61,3.4,3.89,0.26,8.54,6.08,Poor,9,41.43,21.29,48.42,32.91
2363,19,Male,High School,5.62,1.84,2.03,2.98,0.0,6.45,9.73,Good,8,34.55,38.12,56.41,35.35
2364,20,Female,High School,5.4,4.0,4.07,2.6,2.67,10.0,7.13,Good,8,41.96,14.14,61.84,44.23
2365,21,Other,High School,4.93,1.82,0.98,1.47,2.72,6.46,9.01,Average,4,30.86,44.68,39.19,20.41
2366,24,Male,High School,7.32,3.15,1.21,0.0,3.62,6.68,8.48,Average,6,46.83,44.66,47.43,24.48
2370,20,Male,High School,5.0,0.74,1.15,4.13,2.22,7.3,5.59,Poor,8,28.95,44.22,53.56,26.72
2374,25,Male,High School,5.55,1.65,3.92,2.03,2.78,7.41,3.07,Poor,5,39.16,26.25,49.7,30.12
2378,17,Male,High School,6.88,2.22,0.87,4.0,2.76,6.87,8.65,Average,10,36.73,63.38,56.77,17.43
2382,22,Other,High School,4.84,3.24,2.79,0.31,0.32,5.92,10.79,Average,1,27.23,72.6,18.9,1.0
2392,19,Other,High School,1.3,3.42,2.12,0.9,0.13,6.61,10.07,Poor,9,35.46,58.49,30.31,13.89
2393,19,Male,High School,2.58,2.44,1.62,3.46,2.0,7.03,5.95,Poor,6,20.7,45.78,29.35,8.96
2400,19,Other,High School,5.33,2.94,2.58,2.43,2.39,9.63,9.13,Good,4,34.09,39.36,35.68,16.68
2401,25,Male,High School,5.32,3.16,1.49,3.39,2.34,6.45,8.12,Average,6,31.03,32.88,44.38,24.96
2402,18,Female,High School,1.97,1.94,2.25,0.0,0.2,6.23,10.52,Good,8,29.77,51.79,30.91,14.28
2403,17,Female,High School,7.92,1.88,2.61,4.04,0.99,5.39,4.23,Good,1,32.09,44.77,36.28,18.27
2405,20,Male,High School,4.25,3.31,2.79,3.68,1.33,8.07,6.63,Average,1,27.0,26.0,32.32,25.29
2411,17,Female,High School,4.02,2.03,0.71,2.42,1.83,9.25,10.94,Average,3,17.73,44.13,20.39,10.86
2413,25,Other,High School,6.18,1.11,3.0,3.06,1.98,8.13,6.49,Average,6,35.39,14.51,59.84,42.91
2414,17,Female,High School,8.96,4.38,2.86,3.67,2.86,8.41,10.56,Good,3,35.42,31.94,67.74,36.53
2418,16,Other,High School,5.88,3.85,2.13,2.08,1.92,8.16,9.46,Average,8,43.39,51.73,53.59,29.18
2419,25,Female,High School,3.21,3.14,3.05,2.47,3.04,7.09,7.52,Good,7,27.6,41.49,36.23,13.79
2422,24,Other,High School,4.17,1.45,2.41,4.72,0.06,7.49,5.0,Average,3,24.42,49.09,31.26,14.41
2424,16,Other,High School,1.14,1.63,2.7,2.84,1.12,6.2,4.34,Poor,1,4.35,57.21,1.0,1.0
2425,20,Other,High School,2.6,3.26,0.0,3.55,1.41,6.85,2.39,Good,1,13.09,44.44,17.87,1.0
2426,19,Other,High School,4.17,2.18,1.81,1.8,3.23,7.51,7.21,Good,9,34.04,65.15,43.21,21.23
2427,21,Other,High School,3.11,2.98,2.4,1.62,0.87,8.12,1.36,Poor,6,35.02,18.41,35.17,26.66
2433,19,Other,High School,6.22,2.73,3.37,2.12,1.55,4.66,5.5,Good,2,26.87,44.53,35.41,20.52
2438,18,Male,High School,2.84,2.77,1.27,0.0,1.49,7.09,11.4,Good,9,38.79,45.78,50.75,32.44
2446,17,Male,High School,2.41,2.11,2.85,2.24,0.0,6.57,7.57,Good,3,20.77,71.9,5.22,1.0
2447,22,Other,High School,2.03,0.94,4.57,4.48,0.99,6.15,5.02,Good,7,17.05,49.93,25.6,2.63
2448,16,Male,High School,2.59,3.63,4.11,0.24,0.0,7.12,7.69,Average,3,31.77,53.94,22.38,7.83
2452,23,Male,High School,3.0,2.26,1.05,4.52,2.02,8.55,2.89,Good,9,25.29,43.63,40.99,21.41
2461,22,Male,High School,6.5,0.78,1.38,3.29,0.0,6.64,7.02,Good,5,34.74,61.82,39.23,23.58
2462,20,Female,High School,6.97,2.88,1.37,4.35,1.29,8.39,7.09,Average,6,35.83,21.23,58.97,34.8
2464,25,Other,High School,5.05,2.18,1.25,4.04,2.28,6.88,10.31,Average,4,24.9,36.2,40.78,25.56
2465,19,Other,High School,6.13,1.97,0.8,0.0,0.57,7.35,8.44,Good,1,18.87,48.95,19.1,5.51
2466,19,Female,High School,7.51,1.8,2.97,2.18,2.22,6.81,8.1,Poor,3,35.51,29.16,55.92,25.79
2470,22,Other,High School,5.97,2.12,0.49,1.54,0.95,9.31,4.99,Good,8,41.09,29.39,64.74,39.67
2471,20,Other,High School,3.81,3.14,1.28,3.04,2.03,8.56,8.74,Average,9,34.0,52.83,43.19,30.03
2475,24,Male,High School,1.8,1.14,2.58,1.86,1.48,6.01,7.44,Good,9,18.99,45.82,33.86,9.99
2477,23,Other,High School,2.45,3.58,3.74,2.66,1.16,5.39,3.78,Good,4,22.57,63.07,12.47,2.57
2479,21,Other,High School,3.13,1.29,1.54,4.71,0.79,7.41,11.43,Poor,4,18.79,45.83,20.55,10.57
2481,23,Female,High School,2.32,1.3,0.82,3.67,0.53,7.1,6.25,Average,5,23.46,36.72,20.11,12.55
2488,17,Female,High School,1.71,6.23,2.23,3.9,2.29,6.68,8.74,Good,3,21.96,62.76,10.91,1.0
2489,24,Female,High School,7.61,1.65,0.8,2.05,2.65,9.94,11.89,Average,6,41.88,25.86,58.94,38.83
2490,22,Other,High School,4.09,3.09,1.61,2.16,0.24,5.87,4.64,Average,9,34.56,44.89,46.83,30.98
2492,23,Female,High School,5.6,4.32,1.94,3.45,3.44,8.76,6.93,Poor,3,26.97,31.33,44.74,22.96
2493,22,Female,High School,3.04,2.83,3.38,3.91,2.64,8.66,10.25,Good,2,9.57,48.36,11.24,1.0
2494,25,Female,High School,5.22,1.59,1.88,4.6,1.37,6.5,6.67,Average,3,22.05,36.02,36.23,19.73
2495,17,Female,High School,2.9,4.55,3.5,3.26,1.37,8.34,5.36,Poor,8,39.77,47.97,36.23,16.52
2497,22,Female,High School,3.47,1.4,3.34,1.2,0.17,5.8,5.42,Good,9,39.05,67.14,43.51,11.42
2498,21,Other,High School,7.1,3.17,1.67,4.14,0.22,8.82,4.55,Good,6,38.63,22.64,66.59,39.07
2500,16,Other,High School,3.49,3.95,2.53,4.52,2.36,6.64,5.07,Average,8,26.92,23.37,38.83,16.57
2502,18,Male,High School,2.07,2.3,0.0,3.2,0.0,6.81,9.57,Average,7,31.78,53.72,30.74,10.94
2504,18,Female,High School,2.7,2.4,2.68,1.32,2.24,5.79,1.0,Poor,3,11.54,60.49,6.92,1.0
2508,16,Other,High School,4.15,1.99,2.97,3.41,1.26,8.66,7.21,Poor,9,33.06,27.09,52.4,27.41
2509,22,Male,High School,5.91,0.96,2.76,1.39,2.32,6.39,9.85,Good,9,34.85,80.02,54.38,20.34
2510,22,Female,High School,2.29,0.78,3.23,1.95,1.27,7.26,7.31,Good,2,16.8,65.62,8.66,1.0
2513,24,Female,High School,4.35,3.88,1.13,3.37,2.31,6.17,5.67,Average,8,29.59,42.83,44.76,25.07
2515,17,Male,High School,3.22,2.25,1.13,4.97,2.77,7.54,7.15,Poor,7,20.21,47.54,32.96,13.33
2516,16,Female,High School,2.16,3.91,0.75,1.03,1.83,6.54,5.17,Good,2,29.77,61.59,6.72,1.0
2517,17,Other,High School,2.2,0.99,2.59,2.35,3.31,7.52,6.08,Average,7,27.07,42.82,31.51,15.64
2522,16,Other,High School,1.97,2.92,1.26,6.21,2.43,7.14,8.14,Good,9,34.46,55.35,39.4,16.92
2524,25,Male,High School,4.7,4.24,1.93,4.33,0.98,6.83,7.53,Poor,10,45.02,71.61,52.72,28.96
2527,18,Other,High School,4.09,3.74,2.27,3.56,1.67,7.05,2.78,Good,9,35.7,38.69,53.56,40.37
2528,19,Other,High School,4.17,3.42,2.63,4.16,2.51,7.11,7.3,Average,4,27.32,45.16,35.83,13.18
2535,16,Female,High School,3.29,4.52,0.17,2.98,3.97,7.21,3.63,Average,10,41.9,14.08,61.58,37.4
2536,21,Male,High School,6.16,2.25,1.64,4.47,2.55,8.19,8.17,Average,9,36.6,40.62,65.32,34.15
2537,17,Other,High School,7.08,3.11,2.65,4.06,0.64,8.28,7.75,Average,2,32.37,49.75,30.37,18.81
2542,23,Female,High School,4.83,2.16,2.36,2.68,0.95,7.48,5.08,Poor,8,38.9,45.92,52.48,19.58
2543,25,Female,High School,7.83,2.44,1.21,4.1,1.82,6.2,5.3,Poor,2,25.15,52.86,31.06,10.83
2548,24,Male,High School,5.86,3.45,1.43,1.83,2.02,5.27,7.49,Poor,7,40.12,67.54,37.75,20.37
2549,21,Male,High School,6.43,1.48,2.44,4.27,0.0,7.21,7.15,Good,10,33.95,60.22,49.46,19.04
2551,18,Other,High School,4.46,2.06,1.9,2.27,2.16,7.23,7.59,Poor,5,28.87,31.93,40.51,26.79
2554,23,Female,High School,6.5,2.44,0.63,3.61,1.53,8.38,6.97,Poor,5,34.62,53.51,55.62,22.55
2555,24,Male,High School,3.0,1.92,0.0,5.7,1.06,6.87,10.97,Average,8,20.55,76.64,26.19,7.38
2559,25,Female,High School,5.7,2.26,2.94,3.05,2.9,6.71,2.67,Good,6,29.47,43.08,36.07,16.44
2562,21,Female,High School,3.86,1.58,1.73,3.44,2.19,7.42,4.16,Average,5,27.79,34.72,50.91,28.97
2565,25,Male,High School,3.84,1.66,2.55,1.8,1.04,6.49,3.99,Good,4,27.87,28.2,38.05,24.83
2567,23,Other,High School,7.65,1.53,2.99,4.8,1.77,7.12,7.06,Poor,2,23.94,55.91,42.4,20.21
2568,25,Male,High School,2.03,1.23,0.0,0.55,4.02,6.8,8.85,Poor,4,15.34,48.43,17.23,10.35
2570,16,Male,High School,4.03,2.72,1.38,1.9,2.6,7.03,12.77,Good,8,29.86,57.85,37.36,10.41
2573,23,Female,High School,5.15,3.9,0.35,4.3,0.28,6.29,1.68,Poor,5,35.76,23.19,51.21,39.78
2578,19,Other,High School,3.06,2.03,1.81,6.16,0.87,5.94,1.0,Poor,3,10.03,23.71,18.83,19.19
2579,18,Other,High School,6.22,3.54,4.28,1.88,2.06,6.01,6.5,Good,8,40.83,53.64,63.56,34.86
2580,20,Male,High School,6.8,4.2,1.92,5.01,2.07,8.91,6.8,Average,3,36.36,41.42,49.66,31.57
2586,17,Female,High School,5.76,2.8,2.89,2.4,0.1,4.37,5.79,Good,4,38.27,67.18,30.83,11.58
2587,22,Other,High School,5.83,1.85,1.52,3.0,0.88,6.89,13.89,Average,6,30.61,76.88,32.73,4.22
2588,18,Female,High School,3.45,1.12,2.4,4.44,1.1,6.36,10.76,Poor,10,33.83,54.43,45.64,19.16
2590,23,Female,High School,4.91,2.72,2.19,0.83,0.53,7.77,9.53,Average,1,25.9,26.0,21.69,17.74
2593,20,Male,High School,1.87,3.78,2.47,1.72,0.0,6.53,9.82,Poor,4,22.38,34.97,20.12,10.04
2595,16,Female,High School,6.92,0.83,1.76,2.23,2.96,6.1,3.41,Good,4,29.89,42.02,48.38,19.4
2602,25,Male,High School,0.38,3.41,2.6,4.03,0.14,5.47,8.97,Good,8,31.13,57.98,15.76,8.81
2603,24,Female,High School,5.36,3.12,2.16,1.74,0.04,7.71,6.02,Poor,5,42.02,39.65,50.66,32.68
2615,19,Male,High School,3.32,3.42,1.68,5.05,1.98,7.68,9.5,Average,8,32.41,62.29,38.11,23.61
2616,25,Female,High School,1.67,2.57,1.07,4.55,1.09,7.96,8.62,Average,3,23.77,51.7,8.12,1.0
2619,24,Male,High School,5.53,4.55,2.28,2.73,2.36,8.25,11.44,Good,2,31.74,53.5,27.84,15.7
2624,24,Male,High School,6.71,2.47,3.28,0.92,1.48,5.13,9.1,Poor,6,34.49,70.44,46.55,19.57
2626,23,Male,High School,3.13,1.8,0.55,2.85,1.34,6.78,7.02,Poor,6,31.61,67.2,19.62,14.35
2632,22,Male,High School,1.7,3.93,3.72,4.95,0.63,8.01,4.16,Good,1,13.76,21.94,9.98,6.06
2634,25,Male,High School,9.48,1.55,0.0,3.71,0.0,6.89,6.89,Good,6,44.89,47.03,66.84,35.74
2642,24,Other,High School,0.06,4.08,1.07,4.67,2.29,7.04,9.6,Poor,9,13.79,62.42,11.45,1.0
2643,23,Female,High School,6.3,1.56,1.93,3.78,3.11,8.2,4.84,Average,3,22.91,34.12,31.65,16.24
2645,24,Male,High School,5.79,1.69,2.47,4.85,0.0,7.14,10.62,Poor,2,27.25,46.66,33.3,17.16
2648,16,Male,High School,5.98,3.78,2.29,4.47,0.0,7.67,6.37,Average,10,52.3,28.63,74.11,49.93
2649,24,Female,High School,2.67,4.76,2.27,3.18,0.0,5.95,11.18,Poor,5,27.23,61.27,12.56,1.78
2654,23,Female,High School,2.97,0.67,2.8,1.72,0.75,5.0,7.78,Good,7,34.04,60.7,34.98,12.14
2655,21,Other,High School,2.35,1.39,1.44,2.83,0.0,7.74,6.42,Good,10,36.72,41.66,53.4,29.3
2656,21,Male,High School,5.47,2.75,0.11,2.57,1.24,6.4,9.06,Good,4,27.08,72.38,34.2,6.66
2660,18,Other,High School,3.86,2.77,1.92,4.88,1.82,6.68,5.39,Average,8,24.02,58.95,30.83,9.41
2663,16,Male,High School,0.16,2.45,0.56,2.09,1.08,8.64,5.29,Poor,7,25.25,18.36,20.83,16.69
2664,23,Other,High School,1.94,2.22,1.02,3.35,3.63,9.57,8.02,Good,10,26.36,28.97,47.0,29.55
2665,20,Other,High School,1.99,1.74,1.99,1.98,0.0,6.95,11.84,Good,5,29.21,58.56,20.25,3.3
2672,24,Male,High School,7.08,3.14,0.05,2.05,2.22,5.36,5.29,Poor,2,32.15,60.26,35.83,20.51
2676,19,Male,High School,7.07,0.0,2.72,3.32,1.75,7.89,8.2,Good,10,36.9,38.65,72.88,43.08
2680,19,Male,High School,3.07,1.22,1.97,2.5,1.88,7.98,4.19,Poor,8,37.38,27.01,49.45,38.46
2681,22,Male,High School,3.38,1.72,1.33,1.33,0.0,4.0,7.8,Good,1,18.42,50.29,5.34,8.01
2684,21,Other,High School,4.62,3.54,2.07,2.51,0.47,7.75,9.18,Average,2,36.58,33.31,33.95,21.78
2685,22,Male,High School,1.17,3.27,1.79,5.1,0.9,7.3,8.43,Poor,7,25.42,45.02,29.03,13.44
2691,24,Female,High School,2.09,2.11,2.21,2.86,2.99,6.01,1.75,Poor,6,18.65,39.8,35.24,14.9
2693,20,Male,High School,6.37,3.92,0.82,4.53,0.87,7.51,3.29,Poor,10,39.34,30.28,68.39,44.24
2698,17,Male,High School,4.65,2.66,2.55,3.6,0.33,7.49,7.08,Poor,5,28.91,38.36,37.8,26.03
2702,23,Female,High School,3.34,3.75,2.09,3.37,2.32,7.78,5.92,Average,10,31.35,35.21,52.32,34.52
2705,23,Female,High School,5.19,2.75,1.6,0.81,1.7,6.95,9.4,Good,5,20.85,46.79,29.54,12.42
2708,18,Other,High School,6.67,3.52,3.39,0.9,3.25,6.47,9.61,Good,1,31.57,48.08,29.71,25.68
2709,21,Male,High School,6.49,2.26,0.92,1.75,0.94,7.28,8.06,Average,4,39.61,34.59,40.75,24.77
2715,18,Female,High School,8.34,1.65,0.0,1.23,2.38,7.04,6.99,Average,7,42.69,36.61,62.83,39.58
